State,District,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Region
Assam,Karbi Anglong,26.0,93.5,26.0,93.5,North-Eastern Region
Assam,Sivasagar,26.0,93.5,26.0,93.5,North-Eastern Region
Assam,Dibrugarh,27.4881672,95.3623358,27.4881672,95.3623358,North-Eastern Region
Assam,South Salmara Mancachar,27.4881672,95.3623358,27.4881672,95.3623358,North-Eastern Region
Assam,Nagaon,27.4881672,95.3623358,27.4881672,95.3623358,North-Eastern Region
Assam,Dhubri,25.543251265569022,87.56949075116762,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,Golaghat,26.5305611,93.9603353,26.5305611,93.9603353,North-Eastern Region
Assam,Udalguri,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Majuli,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Sonitpur,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Hojai,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Marigaon,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Chirang,26.70472375,92.04215071409465,26.70472375,92.04215071409465,North-Eastern Region
Assam,Cachar,25.083333,92.916667,25.083333,92.916667,North-Eastern Region
Assam,Nalbari,25.083333,92.916667,25.083333,92.916667,North-Eastern Region
Assam,West Karbi Anglong,25.083333,92.916667,25.083333,92.916667,North-Eastern Region
Assam,Dhemaji,27.5945155,94.71920979201424,27.5945155,94.71920979201424,North-Eastern Region
Assam,Karimganj,24.86648155,92.35121508187882,24.86648155,92.35121508187882,North-Eastern Region
Assam,Bongaigaon,24.86648155,92.35121508187882,24.86648155,92.35121508187882,North-Eastern Region
Assam,Dima Hasao,25.40036255,93.07522922678903,25.40036255,93.07522922678903,North-Eastern Region
Assam,Baksa,25.40036255,93.07522922678903,25.40036255,93.07522922678903,North-Eastern Region
Assam,Charaideo,25.40036255,93.07522922678903,25.40036255,93.07522922678903,North-Eastern Region
Assam,Darrang,26.75,92.5,26.75,92.5,North-Eastern Region
Assam,Kamrup Metropolitan,26.75,92.5,26.75,92.5,North-Eastern Region
Assam,Hailakandi,24.6827307,92.5622753,24.6827307,92.5622753,North-Eastern Region
Assam,Barpeta,24.6827307,92.5622753,24.6827307,92.5622753,North-Eastern Region
Assam,Goalpara,24.6827307,92.5622753,24.6827307,92.5622753,North-Eastern Region
Assam,Biswanath,24.6827307,92.5622753,24.6827307,92.5622753,North-Eastern Region
Assam,Jorhat,26.7586112,94.20640848109768,26.7586112,94.20640848109768,North-Eastern Region
Bihar,Madhepura,26.7586112,94.20640848109768,26.7586112,94.20640848109768,Eastern Region
Bihar,Purnia,25.774436,87.410032125,25.774436,87.410032125,Eastern Region
Bihar,Nalanda,25.4374355,85.2919909,25.4374355,85.2919909,Eastern Region
Bihar,Buxar,25.4374355,85.2919909,25.4374355,85.2919909,Eastern Region
Bihar,Darbhanga,25.4374355,85.2919909,25.4374355,85.2919909,Eastern Region
Bihar,Nawada,24.7270817,84.5693914,24.7270817,84.5693914,Eastern Region
Bihar,Jamui,24.7270817,84.5693914,24.7270817,84.5693914,Eastern Region
Bihar,Sheikhpura,24.7270817,84.5693914,24.7270817,84.5693914,Eastern Region
Bihar,Siwan,26.166667,84.5,26.166667,84.5,Eastern Region
Bihar,Muzaffarpur,26.1667052,85.4166314,26.1667052,85.4166314,Eastern Region
Bihar,Patna,25.46737665,85.19581528126407,25.46737665,85.19581528126407,Eastern Region
Bihar,Jehanabad,25.46737665,85.19581528126407,25.46737665,85.19581528126407,Eastern Region
Bihar,Rohtas,24.93928775,84.01945448852067,24.93928775,84.01945448852067,Eastern Region
Bihar,Begusarai,25.5,86.25,25.5,86.25,Eastern Region
Bihar,Supaul,25.5,86.25,25.5,86.25,Eastern Region
Bihar,Sitamarhi,26.666667,85.5,26.666667,85.5,Eastern Region
Bihar,Saran,25.6085763,85.1993479,25.6085763,85.1993479,Eastern Region
Bihar,Arwal,25.2320301,84.6775384,25.2320301,84.6775384,Eastern Region
Bihar,Vaishali,25.696274,85.2228359,25.696274,85.2228359,Eastern Region
Bihar,Pashchim Champaran,27.0,84.5,27.0,84.5,Eastern Region
Bihar,Gopalganj,26.5,84.333333,26.5,84.333333,Eastern Region
Bihar,Lakhisarai,25.2830169,86.0190997,25.2830169,86.0190997,Eastern Region
Bihar,Aurangabad,24.80340125,84.41113582469077,24.80340125,84.41113582469077,Eastern Region
Bihar,Kaimur Bhabua,24.75750955,83.72099680873878,24.75750955,83.72099680873878,Eastern Region
Bihar,Araria,26.3415664,87.9374027,26.3415664,87.9374027,Eastern Region
Bihar,Munger,25.3795105,86.4626467597708,25.3795105,86.4626467597708,Eastern Region
Bihar,Katihar,25.54325126556669,87.56777308657826,25.54325126556669,87.56777308657826,Eastern Region
Bihar,Khagaria,25.50877,86.4756484,25.50877,86.4756484,Eastern Region
Bihar,Saharsa,25.8875611,86.5901104,25.8875611,86.5901104,Eastern Region
Bihar,Bhagalpur,25.0,86.916667,25.0,86.916667,Eastern Region
Bihar,Madhubani,25.0,86.916667,25.0,86.916667,Eastern Region
Bihar,Kishanganj,26.29863795,87.95314810923409,26.29863795,87.95314810923409,Eastern Region
Bihar,Gaya,25.6058077,85.088915,25.6058077,85.088915,Eastern Region
Bihar,Samastipur,25.75,85.916667,25.75,85.916667,Eastern Region
Bihar,Banka,24.8926007,86.9140729,24.8926007,86.9140729,Eastern Region
Bihar,Purbi Champaran,24.8926007,86.9140729,24.8926007,86.9140729,Eastern Region
Bihar,Sheohar,24.8926007,86.9140729,24.8926007,86.9140729,Eastern Region
Bihar,Bhojpur,25.25,84.25,25.25,84.25,Eastern Region
Chandigarh,Chandigarh,25.25,84.25,25.25,84.25,Northern Region
Chhattisgarh,Dhamtari,20.7077641,81.5396928,20.7077641,81.5396928,Central Region
Chhattisgarh,Korba,22.5198217,82.63500285150224,22.5198217,82.63500285150224,Central Region
Chhattisgarh,Surajpur,23.209675,82.880353,23.209675,82.880353,Central Region
Chhattisgarh,Baloda Bazar,21.6632098,82.1493121,21.6632098,82.1493121,Central Region
Chhattisgarh,Sukma,18.3853241,81.65120264041536,18.3853241,81.65120264041536,Central Region
Chhattisgarh,Raigarh,22.23617945,83.35295335037318,22.23617945,83.35295335037318,Central Region
Chhattisgarh,Janjgir Champa,22.23617945,83.35295335037318,22.23617945,83.35295335037318,Central Region
Chhattisgarh,Jashpur,22.8825209,84.1362145,22.8825209,84.1362145,Central Region
Chhattisgarh,Balod,22.8825209,84.1362145,22.8825209,84.1362145,Central Region
Chhattisgarh,Kabirdham,22.8825209,84.1362145,22.8825209,84.1362145,Central Region
Chhattisgarh,Surguja,22.94691345,83.1656942260687,22.94691345,83.1656942260687,Central Region
Chhattisgarh,Dantewada,18.9090479,81.3427523,18.9090479,81.3427523,Central Region
Chhattisgarh,Gariyaband,18.9090479,81.3427523,18.9090479,81.3427523,Central Region
Chhattisgarh,Durg,21.1874054,81.2793137,21.1874054,81.2793137,Central Region
Chhattisgarh,Rajnandgaon,21.166667,81.0,21.166667,81.0,Central Region
Chhattisgarh,Raipur,21.2317387,81.6401796,21.2317387,81.6401796,Central Region
Chhattisgarh,Narayanpur,19.723781,81.2336786,19.723781,81.2336786,Central Region
Chhattisgarh,Kanker,20.2647118,81.4951987,20.2647118,81.4951987,Central Region
Chhattisgarh,Korea,20.2647118,81.4951987,20.2647118,81.4951987,Central Region
Chhattisgarh,Mungeli,20.2647118,81.4951987,20.2647118,81.4951987,Central Region
Chhattisgarh,Bilaspur,22.4082821,82.3921724,22.4082821,82.3921724,Central Region
Chhattisgarh,Balrampur,23.616665,83.618798,23.616665,83.618798,Central Region
Chhattisgarh,Bijapur,18.7935679,80.815939,18.7935679,80.815939,Central Region
Chhattisgarh,Bemetara,21.7020322,81.5337224,21.7020322,81.5337224,Central Region
Chhattisgarh,Bastar,19.25,81.25,19.25,81.25,Central Region
Chhattisgarh,Kondagaon,19.25,81.25,19.25,81.25,Central Region
Chhattisgarh,Mahasamund,21.113837,82.092952,21.113837,82.092952,Central Region
Dadra and Nagar Haveli and Daman and Diu,Diu,20.7159534,70.9785005,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,Daman,20.416667,72.883333,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,20.32272882809029,72.96509449334391,20.32272882809029,72.96509449334391,Western Region
Delhi,South Delhi,28.53748398786314,77.19792895694593,28.53748398786314,77.19792895694593,Northern Region
Delhi,Central Delhi,28.71578752764242,77.1148936441799,28.71578752764242,77.1148936441799,Northern Region
Delhi,New Delhi,28.6162182361102,77.20963693950131,28.6162182361102,77.20963693950131,Northern Region
Delhi,West Delhi,28.64817722181,77.09084510018437,28.64817722181,77.09084510018437,Northern Region
Delhi,South West Delhi,28.60195304371949,77.035530803848,28.60195304371949,77.035530803848,Northern Region
Delhi,South East Delhi,28.53562293151731,77.26959444749815,28.53562293151731,77.26959444749815,Northern Region
Delhi,Shahdara,28.67761171690832,77.290354062108,28.67761171690832,77.290354062108,Northern Region
Delhi,North East Delhi,28.70729655487928,77.266131587231,28.70729655487928,77.266131587231,Northern Region
Delhi,East Delhi,28.54206225591,77.295723161089,28.54206225591,77.295723161089,Northern Region
Delhi,North West Delhi,28.7022706718,77.105726065556,28.7022706718,77.105726065556,Northern Region
Delhi,North Delhi,28.72837890951385,77.1672315398,28.72837890951385,77.1672315398,Northern Region
Goa,North Goa,15.5368654988401,73.86949663890636,15.5368654988401,73.86949663890636,Southern Region
Goa,South Goa,15.29079185,73.9549078343693,15.29079185,73.9549078343693,Southern Region
Gujarat,Anand,22.4742502,72.7367582116444,22.4742502,72.7367582116444,Western Region
Gujarat,Jamnagar,22.31008,70.10300203232322,22.31008,70.10300203232322,Western Region
Gujarat,Devbhumi Dwarka,22.2444759,68.96800187672852,22.2444759,68.96800187672852,Western Region
Gujarat,Rajkot,22.8159425,70.8316013,22.8159425,70.8316013,Western Region
Gujarat,Aravallis,22.8159425,70.8316013,22.8159425,70.8316013,Western Region
Gujarat,Chhotaudepur,22.8159425,70.8316013,22.8159425,70.8316013,Western Region
Gujarat,Botad,22.0456765,71.67217572593728,22.0456765,71.67217572593728,Western Region
Gujarat,Bharuch,21.82728385,72.89461378721509,21.82728385,72.89461378721509,Western Region
Gujarat,Bhavnagar,21.56228915,71.90747307960464,21.56228915,71.90747307960464,Western Region
Gujarat,Junagadh,21.340255,70.42022268315017,21.340255,70.42022268315017,Western Region
Gujarat,Mahesana,23.57070915,72.44523648734277,23.57070915,72.44523648734277,Western Region
Gujarat,The Dangs,20.75,73.75,20.75,73.75,Western Region
Gujarat,Kheda,22.8548705,72.99330606361002,22.8548705,72.99330606361002,Western Region
Gujarat,Surat,21.4626896,72.9515165,21.4626896,72.9515165,Western Region
Gujarat,Porbandar,21.6021982,69.85433746437499,21.6021982,69.85433746437499,Western Region
Gujarat,Gandhinagar,23.2813262,72.65577884095586,23.2813262,72.65577884095586,Western Region
Gujarat,Panch Mahals,23.0,74.0,23.0,74.0,Western Region
Gujarat,Narmada,21.73830395,73.62736015921328,21.73830395,73.62736015921328,Western Region
Gujarat,Gir Somnath,20.9911049,70.68806405046848,20.9911049,70.68806405046848,Western Region
Gujarat,Valsad,20.3828686,72.9038814,20.3828686,72.9038814,Western Region
Gujarat,Mahisagar,23.1916967,73.6626352964019,23.1916967,73.6626352964019,Western Region
Gujarat,Sabar Kantha,23.8689411,73.01447412154508,23.8689411,73.01447412154508,Western Region
Gujarat,Tapi,21.1909141,73.55541085745186,21.1909141,73.55541085745186,Western Region
Gujarat,Vadodara,22.3182519,73.30458875965446,22.3182519,73.30458875965446,Western Region
Gujarat,Banas Kantha,24.26960875,72.16210994579416,24.26960875,72.16210994579416,Western Region
Gujarat,Amreli,21.4191439,71.25276407265991,21.4191439,71.25276407265991,Western Region
Gujarat,Ahmadabad,23.0216238,72.5797068,23.0216238,72.5797068,Western Region
Gujarat,Dohad,23.0216238,72.5797068,23.0216238,72.5797068,Western Region
Gujarat,Navsari,20.952407,72.9323831,20.952407,72.9323831,Western Region
Gujarat,Patan,20.96661175,70.42921752675778,20.96661175,70.42921752675778,Western Region
Gujarat,Kachchh,23.2396061,69.6734288,23.2396061,69.6734288,Western Region
Gujarat,Surendranagar,22.823085,71.55342628734127,22.823085,71.55342628734127,Western Region
Gujarat,Morbi,22.79314,70.88832711034716,22.79314,70.88832711034716,Western Region
Haryana,Yamunanagar,22.79314,70.88832711034716,22.79314,70.88832711034716,Northern Region
Haryana,Sonipat,22.79314,70.88832711034716,22.79314,70.88832711034716,Northern Region
Haryana,Jind,29.5,76.25,29.5,76.25,Northern Region
Haryana,Rohtak,28.8995429,76.5844714,28.8995429,76.5844714,Northern Region
Haryana,Faridabad,28.3526818,77.2778173,28.3526818,77.2778173,Northern Region
Haryana,Mahendragarh,28.3526818,77.2778173,28.3526818,77.2778173,Northern Region
Haryana,Hisar,29.1699202,75.7185553,29.1699202,75.7185553,Northern Region
Haryana,Karnal,29.6943382,77.00424800442084,29.6943382,77.00424800442084,Northern Region
Haryana,Fatehabad,29.6943382,77.00424800442084,29.6943382,77.00424800442084,Northern Region
Haryana,Palwal,29.6943382,77.00424800442084,29.6943382,77.00424800442084,Northern Region
Haryana,Charkhi Dadri,28.6508033,76.2406402,28.6508033,76.2406402,Northern Region
Haryana,Ambala,28.9841361,75.6039914,28.9841361,75.6039914,Northern Region
Haryana,Rewari,28.2169291,76.58118448832133,28.2169291,76.58118448832133,Northern Region
Haryana,Panchkula,30.7108567,76.845983,30.7108567,76.845983,Northern Region
Haryana,Bhiwani,28.7312325,75.892349866212,28.7312325,75.892349866212,Northern Region
Haryana,Sirsa,28.7312325,75.892349866212,28.7312325,75.892349866212,Northern Region
Haryana,Mewat,28.7312325,75.892349866212,28.7312325,75.892349866212,Northern Region
Haryana,Panipat,28.7312325,75.892349866212,28.7312325,75.892349866212,Northern Region
Haryana,Gurugram,28.4492944,77.03065871006021,28.4492944,77.03065871006021,Northern Region
Haryana,Kaithal,28.4492944,77.03065871006021,28.4492944,77.03065871006021,Northern Region
Haryana,Kurukshetra,30.0,76.75,30.0,76.75,Northern Region
Haryana,Jhajjar,30.0,76.75,30.0,76.75,Northern Region
Himachal Pradesh,Bilaspur,32.0292,76.1514,32.0292,76.1514,Northern Region
Himachal Pradesh,Solan,30.0,76.75,30.0,76.75,Northern Region
Himachal Pradesh,Sirmaur,30.75,77.5,30.75,77.5,Northern Region
Himachal Pradesh,Shimla,30.75,77.5,30.75,77.5,Northern Region
Himachal Pradesh,Hamirpur,31.7491333,76.5036832,31.7491333,76.5036832,Northern Region
Himachal Pradesh,Una,31.4674349,76.2650802,31.4674349,76.2650802,Northern Region
Himachal Pradesh,Kangra,32.213356899999994,76.32112520307928,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,Kullu,32.213356899999994,76.32112520307928,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,Mandi,32.5338976,76.0157454,32.5338976,76.0157454,Northern Region
Himachal Pradesh,Lahul and Spiti,32.5338976,76.0157454,32.5338976,76.0157454,Northern Region
Himachal Pradesh,Chamba,32.69301,76.16363499125694,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,Kinnaur,31.5864184,78.396745,31.5864184,78.396745,Northern Region
Jammu and Kashmir,Muzaffarabad,30.0417376,79.089691,30.0417376,79.089691,Northern Region
Jammu and Kashmir,Doda,33.13260995,75.58900789003377,33.13260995,75.58900789003377,Northern Region
Jammu and Kashmir,Samba,32.57591175,75.12034455530063,32.57591175,75.12034455530063,Northern Region
Jammu and Kashmir,Mirpur,33.2033829,73.78971926402036,33.2033829,73.78971926402036,Northern Region
Jammu and Kashmir,Srinagar,34.1163836,74.93070225429341,34.1163836,74.93070225429341,Northern Region
Jammu and Kashmir,Baramulla,34.176364050000004,74.31644115645875,34.176364050000004,74.31644115645875,Northern Region
Jammu and Kashmir,Jammu,32.7681864,74.92113175477952,32.7681864,74.92113175477952,Northern Region
Jammu and Kashmir,Ganderbal,34.28885605000001,75.02959807422316,34.28885605000001,75.02959807422316,Northern Region
Jammu and Kashmir,Udhampur,32.911964,75.32658448914768,32.911964,75.32658448914768,Northern Region
Jammu and Kashmir,Bandipore,34.4563234,74.68249997667994,34.4563234,74.68249997667994,Northern Region
Jammu and Kashmir,Reasi,33.20599085,74.862679360101,33.20599085,74.862679360101,Northern Region
Jammu and Kashmir,Shopian,33.72078365,74.77142439698211,33.72078365,74.77142439698211,Northern Region
Jammu and Kashmir,Poonch,33.702939,74.24990151547188,33.702939,74.24990151547188,Northern Region
Jammu and Kashmir,Kathua,32.5825837,75.61047967120052,32.5825837,75.61047967120052,Northern Region
Jammu and Kashmir,Kishtwar,33.61562,75.87939724344325,33.61562,75.87939724344325,Northern Region
Jammu and Kashmir,Pulwama,33.9490472,75.04183347471374,33.9490472,75.04183347471374,Northern Region
Jammu and Kashmir,Ramban,33.33328915,75.19847626653356,33.33328915,75.19847626653356,Northern Region
Jammu and Kashmir,Rajouri,33.26636775,74.34384695789798,33.26636775,74.34384695789798,Northern Region
Jammu and Kashmir,Kulgam,33.6250902,74.69488802561563,33.6250902,74.69488802561563,Northern Region
Jammu and Kashmir,Budgam,33.909931900000004,74.6291442577981,33.909931900000004,74.6291442577981,Northern Region
Jammu and Kashmir,Anantnag,33.8096849,75.24945269877892,33.8096849,75.24945269877892,Northern Region
Jammu and Kashmir,Kupwara,34.5140696,74.19136702721829,34.5140696,74.19136702721829,Northern Region
Jharkhand,Ramgarh,34.5140696,74.19136702721829,34.5140696,74.19136702721829,Eastern Region
Jharkhand,Ranchi,23.0,85.0,23.0,85.0,Eastern Region
Jharkhand,East Singhbhum,23.0,85.0,23.0,85.0,Eastern Region
Jharkhand,Jamtara,23.0,85.0,23.0,85.0,Eastern Region
Jharkhand,Dumka,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Koderma,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Hazaribagh,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Simdega,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Garhwa,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Saraikela Kharsawan,24.26618475,87.25313851905128,24.26618475,87.25313851905128,Eastern Region
Jharkhand,Gumla,23.1603759,84.45995652080032,23.1603759,84.45995652080032,Eastern Region
Jharkhand,Chatra,24.9303981,87.82697147981766,24.9303981,87.82697147981766,Eastern Region
Jharkhand,Khunti,24.9303981,87.82697147981766,24.9303981,87.82697147981766,Eastern Region
Jharkhand,Dhanbad,25.18749095,87.74432799719577,25.18749095,87.74432799719577,Eastern Region
Jharkhand,Godda,25.11124865,87.58268862604885,25.11124865,87.58268862604885,Eastern Region
Jharkhand,Deoghar,25.11124865,87.58268862604885,25.11124865,87.58268862604885,Eastern Region
Jharkhand,Palamu,23.916667,84.083333,23.916667,84.083333,Eastern Region
Jharkhand,Latehar,23.916667,84.083333,23.916667,84.083333,Eastern Region
Jharkhand,West Singhbhum,23.916667,84.083333,23.916667,84.083333,Eastern Region
Jharkhand,Pakur,23.916667,84.083333,23.916667,84.083333,Eastern Region
Jharkhand,Lohardaga,23.43141321078923,84.6772535683834,23.43141321078923,84.6772535683834,Eastern Region
Jharkhand,Sahebganj,25.032043700000003,87.69143108001742,25.032043700000003,87.69143108001742,Eastern Region
Jharkhand,Giridih,24.25,85.916667,24.25,85.916667,Eastern Region
Jharkhand,Bokaro,24.25,85.916667,24.25,85.916667,Eastern Region
Karnataka,Mysuru,12.1988434,76.61353212165531,12.1988434,76.61353212165531,Southern Region
Karnataka,Chitradurga,14.3051049,76.52948762295526,14.3051049,76.52948762295526,Southern Region
Karnataka,Kalaburagi,17.24191785,76.7753828143516,17.24191785,76.7753828143516,Southern Region
Karnataka,Ramanagara,12.72465905,77.32018505519862,12.72465905,77.32018505519862,Southern Region
Karnataka,Mandya,12.6336348,76.73023183296073,12.6336348,76.73023183296073,Southern Region
Karnataka,Kodagu,12.2335192,76.2818865,12.2335192,76.2818865,Southern Region
Karnataka,Chikkamagaluru,13.4005751,75.6327382353719,13.4005751,75.6327382353719,Southern Region
Karnataka,Haveri,14.714635,75.38456743047416,14.714635,75.38456743047416,Southern Region
Karnataka,Ballari,15.34594225,76.82043303614613,15.34594225,76.82043303614613,Southern Region
Karnataka,Belagavi,15.8572666,74.5069343,15.8572666,74.5069343,Southern Region
Karnataka,Kolar,13.1794187,78.26805837975584,13.1794187,78.26805837975584,Southern Region
Karnataka,Uttara Kannada,14.883333,74.583333,14.883333,74.583333,Southern Region
Karnataka,Tumakuru,13.3400771,77.1006208,13.3400771,77.1006208,Southern Region
Karnataka,Yadgir,16.7670964,77.1403984,16.7670964,77.1403984,Southern Region
Karnataka,Bengaluru Urban,12.8632604,77.4338693,12.8632604,77.4338693,Southern Region
Karnataka,Chikkaballapura,13.5883185,77.78043012088901,13.5883185,77.78043012088901,Southern Region
Karnataka,Davanagere,14.25041265,75.82562831445583,14.25041265,75.82562831445583,Southern Region
Karnataka,Bagalkote,16.28998085,75.58255865030114,16.28998085,75.58255865030114,Southern Region
Karnataka,Vijayapura,16.811059649999997,75.89714732778502,16.811059649999997,75.89714732778502,Southern Region
Karnataka,Koppal,15.57825725,76.31063911702896,15.57825725,76.31063911702896,Southern Region
Karnataka,Bidar,18.02315245,77.249718672587,18.02315245,77.249718672587,Southern Region
Karnataka,Bengaluru Rural,18.02315245,77.249718672587,18.02315245,77.249718672587,Southern Region
Karnataka,Raichur,16.054719400000003,76.90160088383311,16.054719400000003,76.90160088383311,Southern Region
Karnataka,Chamarajanagara,11.9238058,76.9393558,11.9238058,76.9393558,Southern Region
Karnataka,Dakshina Kannada,12.82133045,75.22767162650372,12.82133045,75.22767162650372,Southern Region
Karnataka,Hassan,13.029374,76.17429357550145,13.029374,76.17429357550145,Southern Region
Karnataka,Dharwad,15.37259455,75.13728310525259,15.37259455,75.13728310525259,Southern Region
Karnataka,Shivamogga,13.9326093,75.574978,13.9326093,75.574978,Southern Region
Karnataka,Udupi,13.52617505,74.87325316307695,13.52617505,74.87325316307695,Southern Region
Karnataka,Gadag,15.416337,75.68075427946448,15.416337,75.68075427946448,Southern Region
Kerala,Thiruvananthapuram,10.6207081,76.1281782,10.6207081,76.1281782,Southern Region
Kerala,Kasaragod,12.42219635,75.19044457747756,12.42219635,75.19044457747756,Southern Region
Kerala,Malappuram,10.61381845,76.51663324239766,10.61381845,76.51663324239766,Southern Region
Kerala,Pathanamthitta,9.3675015,76.6586492,9.3675015,76.6586492,Southern Region
Kerala,Wayanad,11.2554224,75.78162653483244,11.2554224,75.78162653483244,Southern Region
Kerala,Alappuzha,9.777163,76.2803139,9.777163,76.2803139,Southern Region
Kerala,Kozhikode,11.46559355,75.89194000061082,11.46559355,75.89194000061082,Southern Region
Kerala,Kollam,8.8855684,76.5892353,8.8855684,76.5892353,Southern Region
Kerala,Thrissur,10.4786547,76.27261253399872,10.4786547,76.27261253399872,Southern Region
