State,Year,Quarter,Pincode,Registered_users,Region
Madhya Pradesh,2018,4,455001,73952,Central Region
Madhya Pradesh,2018,4,462001,54496,Central Region
Madhya Pradesh,2018,4,482001,54390,Central Region
Madhya Pradesh,2018,4,457001,51238,Central Region
Madhya Pradesh,2018,4,480001,50803,Central Region
Madhya Pradesh,2018,4,485001,50329,Central Region
Madhya Pradesh,2018,4,452016,48626,Central Region
Madhya Pradesh,2019,1,452001,94894,Central Region
Madhya Pradesh,2019,1,482002,92148,Central Region
Madhya Pradesh,2019,1,452010,89541,Central Region
Madhya Pradesh,2019,1,455001,87837,Central Region
Madhya Pradesh,2019,1,462001,65450,Central Region
Madhya Pradesh,2019,1,482001,64389,Central Region
Madhya Pradesh,2019,1,457001,61687,Central Region
Madhya Pradesh,2019,1,480001,60744,Central Region
Madhya Pradesh,2019,1,485001,59332,Central Region
Madhya Pradesh,2019,1,452016,57554,Central Region
Madhya Pradesh,2019,2,452001,108587,Central Region
Madhya Pradesh,2019,2,482002,104846,Central Region
Madhya Pradesh,2019,2,452010,99616,Central Region
Madhya Pradesh,2019,2,455001,98265,Central Region
Madhya Pradesh,2019,2,462001,75250,Central Region
Madhya Pradesh,2019,2,482001,74711,Central Region
Madhya Pradesh,2019,2,457001,70728,Central Region
Madhya Pradesh,2019,2,480001,69139,Central Region
Madhya Pradesh,2019,2,485001,66578,Central Region
Madhya Pradesh,2019,2,452016,65634,Central Region
Madhya Pradesh,2019,3,452001,122796,Central Region
Madhya Pradesh,2019,3,482002,119882,Central Region
Madhya Pradesh,2019,3,452010,110196,Central Region
Madhya Pradesh,2019,3,455001,109090,Central Region
Madhya Pradesh,2019,3,462001,85889,Central Region
Madhya Pradesh,2019,3,482001,85035,Central Region
Madhya Pradesh,2019,3,457001,80045,Central Region
Madhya Pradesh,2019,3,480001,77495,Central Region
Madhya Pradesh,2019,3,485001,74626,Central Region
Madhya Pradesh,2019,3,452016,73956,Central Region
Madhya Pradesh,2019,4,452001,134323,Central Region
Madhya Pradesh,2019,4,482002,134193,Central Region
Madhya Pradesh,2019,4,452010,120352,Central Region
Madhya Pradesh,2019,4,455001,120057,Central Region
Madhya Pradesh,2019,4,462001,96155,Central Region
Madhya Pradesh,2019,4,482001,93550,Central Region
Madhya Pradesh,2019,4,457001,89121,Central Region
Madhya Pradesh,2019,4,480001,85991,Central Region
Madhya Pradesh,2019,4,485001,82766,Central Region
Madhya Pradesh,2019,4,452016,81668,Central Region
Madhya Pradesh,2020,1,482002,146207,Central Region
Madhya Pradesh,2020,1,452001,144699,Central Region
Madhya Pradesh,2020,1,455001,130830,Central Region
Madhya Pradesh,2020,1,452010,129645,Central Region
Madhya Pradesh,2020,1,462001,106091,Central Region
Madhya Pradesh,2020,1,482001,101513,Central Region
Madhya Pradesh,2020,1,457001,98886,Central Region
Madhya Pradesh,2020,1,480001,94636,Central Region
Madhya Pradesh,2020,1,485001,90615,Central Region
Madhya Pradesh,2020,1,452016,89460,Central Region
Madhya Pradesh,2020,2,482002,158954,Central Region
Madhya Pradesh,2020,2,452001,153695,Central Region
Madhya Pradesh,2020,2,455001,144023,Central Region
Madhya Pradesh,2020,2,452010,139367,Central Region
Madhya Pradesh,2020,2,462001,116167,Central Region
Madhya Pradesh,2020,2,457001,111581,Central Region
Madhya Pradesh,2020,2,482001,110268,Central Region
Madhya Pradesh,2020,2,480001,104519,Central Region
Madhya Pradesh,2020,2,452016,98532,Central Region
Madhya Pradesh,2020,2,485001,98080,Central Region
Madhya Pradesh,2020,3,482002,173274,Central Region
Madhya Pradesh,2020,3,452001,162767,Central Region
Madhya Pradesh,2020,3,455001,155823,Central Region
Madhya Pradesh,2020,3,452010,149318,Central Region
Madhya Pradesh,2020,3,462001,127166,Central Region
Madhya Pradesh,2020,3,457001,122974,Central Region
Madhya Pradesh,2020,3,482001,119294,Central Region
Madhya Pradesh,2020,3,480001,114237,Central Region
Madhya Pradesh,2020,3,485001,107317,Central Region
Madhya Pradesh,2020,3,452016,107084,Central Region
Madhya Pradesh,2020,4,482002,188460,Central Region
Madhya Pradesh,2020,4,452001,173333,Central Region
Madhya Pradesh,2020,4,455001,167885,Central Region
Madhya Pradesh,2020,4,452010,160146,Central Region
Madhya Pradesh,2020,4,462001,138574,Central Region
Madhya Pradesh,2020,4,457001,134427,Central Region
Madhya Pradesh,2020,4,482001,128730,Central Region
Madhya Pradesh,2020,4,480001,124525,Central Region
Madhya Pradesh,2020,4,474001,116379,Central Region
Madhya Pradesh,2020,4,452016,116281,Central Region
Madhya Pradesh,2021,1,482002,202915,Central Region
Madhya Pradesh,2021,1,452001,185582,Central Region
Madhya Pradesh,2021,1,455001,180488,Central Region
Madhya Pradesh,2021,1,452010,171754,Central Region
Madhya Pradesh,2021,1,462001,149137,Central Region
Madhya Pradesh,2021,1,457001,145248,Central Region
Madhya Pradesh,2021,1,482001,138100,Central Region
Madhya Pradesh,2021,1,480001,134163,Central Region
Madhya Pradesh,2021,1,474001,125599,Central Region
Madhya Pradesh,2021,1,485001,125104,Central Region
Madhya Pradesh,2021,2,482002,216522,Central Region
Madhya Pradesh,2021,2,452001,198059,Central Region
Madhya Pradesh,2021,2,455001,193208,Central Region
Madhya Pradesh,2021,2,452010,183345,Central Region
Madhya Pradesh,2021,2,462001,159236,Central Region
Madhya Pradesh,2021,2,457001,155865,Central Region
Madhya Pradesh,2021,2,482001,147363,Central Region
Madhya Pradesh,2021,2,480001,143414,Central Region
Madhya Pradesh,2021,2,474001,134469,Central Region
Madhya Pradesh,2021,2,485001,133879,Central Region
Madhya Pradesh,2021,3,482002,231582,Central Region
Madhya Pradesh,2021,3,452001,211664,Central Region
Madhya Pradesh,2021,3,455001,207599,Central Region
Madhya Pradesh,2021,3,452010,196173,Central Region
Madhya Pradesh,2021,3,462001,170393,Central Region
Madhya Pradesh,2021,3,457001,167859,Central Region
Madhya Pradesh,2021,3,482001,157536,Central Region
Madhya Pradesh,2021,3,480001,153878,Central Region
Madhya Pradesh,2021,3,474001,144518,Central Region
Madhya Pradesh,2021,3,485001,143700,Central Region
Madhya Pradesh,2021,4,482002,246911,Central Region
Madhya Pradesh,2021,4,452001,225433,Central Region
Madhya Pradesh,2021,4,455001,222066,Central Region
Madhya Pradesh,2021,4,452010,208931,Central Region
Madhya Pradesh,2021,4,462001,181784,Central Region
Madhya Pradesh,2021,4,457001,179603,Central Region
Madhya Pradesh,2021,4,482001,167796,Central Region
Madhya Pradesh,2021,4,480001,164329,Central Region
Madhya Pradesh,2021,4,474001,154609,Central Region
Madhya Pradesh,2021,4,485001,153628,Central Region
Madhya Pradesh,2022,1,482002,261115,Central Region
Madhya Pradesh,2022,1,452001,238296,Central Region
Madhya Pradesh,2022,1,455001,235768,Central Region
Madhya Pradesh,2022,1,452010,220888,Central Region
Madhya Pradesh,2022,1,462001,192336,Central Region
Madhya Pradesh,2022,1,457001,190837,Central Region
Madhya Pradesh,2022,1,482001,177586,Central Region
Madhya Pradesh,2022,1,480001,174161,Central Region
Madhya Pradesh,2022,1,474001,164039,Central Region
Madhya Pradesh,2022,1,485001,163020,Central Region
Madhya Pradesh,2022,2,482002,274815,Central Region
Madhya Pradesh,2022,2,452001,250461,Central Region
Madhya Pradesh,2022,2,455001,248656,Central Region
Madhya Pradesh,2022,2,452010,232223,Central Region
Madhya Pradesh,2022,2,462001,202395,Central Region
Madhya Pradesh,2022,2,457001,201497,Central Region
Madhya Pradesh,2022,2,482001,186815,Central Region
Madhya Pradesh,2022,2,480001,183624,Central Region
Madhya Pradesh,2022,2,474001,173002,Central Region
Madhya Pradesh,2022,2,485001,172044,Central Region
Madhya Pradesh,2022,3,482002,288913,Central Region
Madhya Pradesh,2022,3,452001,263235,Central Region
Madhya Pradesh,2022,3,455001,262081,Central Region
Madhya Pradesh,2022,3,452010,243950,Central Region
Madhya Pradesh,2022,3,462001,212978,Central Region
Madhya Pradesh,2022,3,457001,212433,Central Region
Madhya Pradesh,2022,3,482001,196282,Central Region
Madhya Pradesh,2022,3,480001,193259,Central Region
Madhya Pradesh,2022,3,474001,182361,Central Region
Madhya Pradesh,2022,3,485001,181296,Central Region
Madhya Pradesh,2022,4,482002,303133,Central Region
Madhya Pradesh,2022,4,452001,276072,Central Region
Madhya Pradesh,2022,4,455001,274876,Central Region
Madhya Pradesh,2022,4,452010,255626,Central Region
Madhya Pradesh,2022,4,462001,223606,Central Region
Madhya Pradesh,2022,4,457001,223077,Central Region
Madhya Pradesh,2022,4,482001,205810,Central Region
Madhya Pradesh,2022,4,480001,202602,Central Region
Madhya Pradesh,2022,4,474001,191690,Central Region
Madhya Pradesh,2022,4,485001,190477,Central Region
Madhya Pradesh,2023,1,482002,317133,Central Region
Madhya Pradesh,2023,1,452001,288286,Central Region
Madhya Pradesh,2023,1,455001,287746,Central Region
Madhya Pradesh,2023,1,452010,266938,Central Region
Madhya Pradesh,2023,1,462001,233726,Central Region
Madhya Pradesh,2023,1,457001,233495,Central Region
Madhya Pradesh,2023,1,482001,215070,Central Region
Madhya Pradesh,2023,1,480001,211859,Central Region
Madhya Pradesh,2023,1,474001,200550,Central Region
Madhya Pradesh,2023,1,485001,199604,Central Region
Madhya Pradesh,2023,2,482002,328764,Central Region
Madhya Pradesh,2023,2,455001,299405,Central Region
Madhya Pradesh,2023,2,452001,298290,Central Region
Madhya Pradesh,2023,2,452010,276442,Central Region
Madhya Pradesh,2023,2,457001,243148,Central Region
Madhya Pradesh,2023,2,462001,242442,Central Region
Madhya Pradesh,2023,2,482001,222664,Central Region
Madhya Pradesh,2023,2,480001,220177,Central Region
Madhya Pradesh,2023,2,474001,208417,Central Region
Madhya Pradesh,2023,2,485001,207361,Central Region
Madhya Pradesh,2023,3,482002,341355,Central Region
Madhya Pradesh,2023,3,455001,311925,Central Region
Madhya Pradesh,2023,3,452001,309315,Central Region
Madhya Pradesh,2023,3,452010,286991,Central Region
Madhya Pradesh,2023,3,457001,253258,Central Region
Madhya Pradesh,2023,3,462001,252027,Central Region
Madhya Pradesh,2023,3,482001,231205,Central Region
Madhya Pradesh,2023,3,480001,228883,Central Region
Madhya Pradesh,2023,3,474001,216725,Central Region
Madhya Pradesh,2023,3,485001,215698,Central Region
Madhya Pradesh,2023,4,482002,353272,Central Region
Madhya Pradesh,2023,4,455001,323082,Central Region
Madhya Pradesh,2023,4,452001,319497,Central Region
Madhya Pradesh,2023,4,452010,296338,Central Region
Madhya Pradesh,2023,4,457001,262675,Central Region
Madhya Pradesh,2023,4,462001,260836,Central Region
Madhya Pradesh,2023,4,482001,238911,Central Region
Madhya Pradesh,2023,4,480001,237094,Central Region
Madhya Pradesh,2023,4,474001,224169,Central Region
Madhya Pradesh,2023,4,485001,223650,Central Region
Madhya Pradesh,2024,1,482002,366740,Central Region
Madhya Pradesh,2024,1,455001,336282,Central Region
Madhya Pradesh,2024,1,452001,331435,Central Region
Madhya Pradesh,2024,1,452010,307506,Central Region
Madhya Pradesh,2024,1,457001,273527,Central Region
Madhya Pradesh,2024,1,462001,271089,Central Region
Madhya Pradesh,2024,1,482001,248021,Central Region
Madhya Pradesh,2024,1,480001,246574,Central Region
Madhya Pradesh,2024,1,474001,233063,Central Region
Madhya Pradesh,2024,1,485001,232622,Central Region
Madhya Pradesh,2024,2,482002,380585,Central Region
Madhya Pradesh,2024,2,455001,349278,Central Region
Madhya Pradesh,2024,2,452001,343271,Central Region
Madhya Pradesh,2024,2,452010,318679,Central Region
Madhya Pradesh,2024,2,457001,284425,Central Region
Madhya Pradesh,2024,2,462001,281535,Central Region
Madhya Pradesh,2024,2,482001,257031,Central Region
Madhya Pradesh,2024,2,480001,255887,Central Region
Madhya Pradesh,2024,2,474001,241767,Central Region
Madhya Pradesh,2024,2,485001,241380,Central Region
Madhya Pradesh,2024,3,452001,686231,Central Region
Madhya Pradesh,2024,3,482002,377496,Central Region
Madhya Pradesh,2024,3,455001,343451,Central Region
Madhya Pradesh,2024,3,452016,327901,Central Region
Madhya Pradesh,2024,3,474001,317564,Central Region
Madhya Pradesh,2024,3,457001,313387,Central Region
Madhya Pradesh,2024,3,452010,307754,Central Region
Madhya Pradesh,2024,3,462001,299292,Central Region
Madhya Pradesh,2024,3,456006,287310,Central Region
Madhya Pradesh,2024,3,480001,268275,Central Region
Madhya Pradesh,2024,4,452001,709324,Central Region
Madhya Pradesh,2024,4,482002,390557,Central Region
Madhya Pradesh,2024,4,455001,353539,Central Region
Madhya Pradesh,2024,4,452016,336239,Central Region
Madhya Pradesh,2024,4,474001,327803,Central Region
Madhya Pradesh,2024,4,457001,323988,Central Region
Madhya Pradesh,2024,4,452010,319204,Central Region
Madhya Pradesh,2024,4,462001,310974,Central Region
Madhya Pradesh,2024,4,456006,297236,Central Region
Madhya Pradesh,2024,4,480001,276681,Central Region
Maharashtra,2018,1,410501,55174,Western Region
Maharashtra,2018,1,411057,54638,Western Region
Maharashtra,2018,1,411033,53647,Western Region
Maharashtra,2018,1,411014,52495,Western Region
Maharashtra,2018,1,431003,49627,Western Region
Maharashtra,2018,1,421302,48926,Western Region
Maharashtra,2018,1,421201,46211,Western Region
Maharashtra,2018,1,410206,44726,Western Region
Maharashtra,2018,1,411041,41663,Western Region
Maharashtra,2018,1,411046,41385,Western Region
Maharashtra,2018,2,410501,72841,Western Region
Maharashtra,2018,2,411057,69458,Western Region
Maharashtra,2018,2,411033,68851,Western Region
Maharashtra,2018,2,411014,68126,Western Region
Maharashtra,2018,2,421302,68039,Western Region
Maharashtra,2018,2,431003,64163,Western Region
Maharashtra,2018,2,421201,62765,Western Region
Maharashtra,2018,2,410206,61067,Western Region
Maharashtra,2018,2,411046,54537,Western Region
Maharashtra,2018,2,411041,53923,Western Region
Maharashtra,2018,3,410501,91512,Western Region
Maharashtra,2018,3,421302,88889,Western Region
Maharashtra,2018,3,411057,84490,Western Region
Maharashtra,2018,3,411014,84300,Western Region
Maharashtra,2018,3,411033,82739,Western Region
Maharashtra,2018,3,421201,80013,Western Region
Maharashtra,2018,3,410206,77756,Western Region
Maharashtra,2018,3,431003,76860,Western Region
Maharashtra,2018,3,400072,67915,Western Region
Maharashtra,2018,3,411046,67300,Western Region
Maharashtra,2018,4,421302,130390,Western Region
Maharashtra,2018,4,410501,113676,Western Region
Maharashtra,2018,4,421201,106288,Western Region
Maharashtra,2018,4,411014,106132,Western Region
Maharashtra,2018,4,411057,103325,Western Region
Maharashtra,2018,4,410206,102393,Western Region
Maharashtra,2018,4,411033,102306,Western Region
Maharashtra,2018,4,431003,93461,Western Region
Maharashtra,2018,4,411028,88343,Western Region
Maharashtra,2018,4,400072,87905,Western Region
Maharashtra,2019,1,421302,164019,Western Region
Maharashtra,2019,1,410501,137359,Western Region
Maharashtra,2019,1,421201,133341,Western Region
Maharashtra,2019,1,410206,129314,Western Region
Maharashtra,2019,1,411014,126623,Western Region
Maharashtra,2019,1,411033,123678,Western Region
Maharashtra,2019,1,411057,120482,Western Region
Maharashtra,2019,1,431003,110778,Western Region
Maharashtra,2019,1,400072,105695,Western Region
Maharashtra,2019,1,411028,105603,Western Region
Maharashtra,2019,2,421302,190214,Western Region
Maharashtra,2019,2,410501,156028,Western Region
Maharashtra,2019,2,421201,153146,Western Region
Maharashtra,2019,2,410206,151268,Western Region
Maharashtra,2019,2,411014,143887,Western Region
Maharashtra,2019,2,411033,141507,Western Region
Maharashtra,2019,2,411057,134886,Western Region
Maharashtra,2019,2,431003,124330,Western Region
Maharashtra,2019,2,411046,122222,Western Region
Maharashtra,2019,2,411028,120199,Western Region
Maharashtra,2019,3,421302,217009,Western Region
Maharashtra,2019,3,410501,175465,Western Region
Maharashtra,2019,3,410206,172371,Western Region
Maharashtra,2019,3,421201,171833,Western Region
Maharashtra,2019,3,411014,160987,Western Region
Maharashtra,2019,3,411033,159530,Western Region
Maharashtra,2019,3,411057,149071,Western Region
Maharashtra,2019,3,411046,140288,Western Region
Maharashtra,2019,3,431003,139768,Western Region
Maharashtra,2019,3,411028,134946,Western Region
Maharashtra,2019,4,421302,243170,Western Region
Maharashtra,2019,4,410501,194467,Western Region
Maharashtra,2019,4,410206,190844,Western Region
Maharashtra,2019,4,421201,186756,Western Region
Maharashtra,2019,4,411014,174293,Western Region
Maharashtra,2019,4,411033,173559,Western Region
Maharashtra,2019,4,411057,159468,Western Region
Maharashtra,2019,4,411046,154739,Western Region
Maharashtra,2019,4,431003,154167,Western Region
Maharashtra,2019,4,411028,146715,Western Region
Maharashtra,2020,1,421302,270275,Western Region
Maharashtra,2020,1,410501,212525,Western Region
Maharashtra,2020,1,410206,208988,Western Region
Maharashtra,2020,1,421201,201500,Western Region
Maharashtra,2020,1,411014,186363,Western Region
Maharashtra,2020,1,411033,186165,Western Region
Maharashtra,2020,1,411046,168527,Western Region
Maharashtra,2020,1,411057,168309,Western Region
Maharashtra,2020,1,431003,166778,Western Region
Maharashtra,2020,1,411028,157439,Western Region
Maharashtra,2020,2,421302,298762,Western Region
Maharashtra,2020,2,410206,228984,Western Region
Maharashtra,2020,2,410501,227567,Western Region
Maharashtra,2020,2,421201,219871,Western Region
Maharashtra,2020,2,411033,196984,Western Region
Maharashtra,2020,2,411014,195723,Western Region
Maharashtra,2020,2,411046,180438,Western Region
Maharashtra,2020,2,431003,179082,Western Region
Maharashtra,2020,2,411057,174526,Western Region
Maharashtra,2020,2,421301,171283,Western Region
Maharashtra,2020,3,421302,328833,Western Region
Maharashtra,2020,3,410206,249631,Western Region
Maharashtra,2020,3,410501,246816,Western Region
Maharashtra,2020,3,421201,237605,Western Region
Maharashtra,2020,3,411033,210139,Western Region
Maharashtra,2020,3,411014,207577,Western Region
Maharashtra,2020,3,411046,194368,Western Region
Maharashtra,2020,3,431003,192623,Western Region
Maharashtra,2020,3,421301,186022,Western Region
Maharashtra,2020,3,411057,183054,Western Region
Maharashtra,2020,4,421302,365506,Western Region
Maharashtra,2020,4,410206,275019,Western Region
Maharashtra,2020,4,410501,272167,Western Region
Maharashtra,2020,4,421201,259489,Western Region
Maharashtra,2020,4,411033,226460,Western Region
Maharashtra,2020,4,411014,223378,Western Region
Maharashtra,2020,4,411046,211381,Western Region
Maharashtra,2020,4,431003,207632,Western Region
Maharashtra,2020,4,421301,203721,Western Region
Maharashtra,2020,4,400612,198677,Western Region
Maharashtra,2021,1,421302,396179,Western Region
Maharashtra,2021,1,410206,296340,Western Region
Maharashtra,2021,1,410501,294563,Western Region
Maharashtra,2021,1,421201,278568,Western Region
Maharashtra,2021,1,411033,242613,Western Region
Maharashtra,2021,1,411014,239079,Western Region
Maharashtra,2021,1,411046,227047,Western Region
Maharashtra,2021,1,431003,222366,Western Region
Maharashtra,2021,1,421301,219310,Western Region
Maharashtra,2021,1,400612,215326,Western Region
Maharashtra,2021,2,421302,424376,Western Region
Maharashtra,2021,2,410206,316643,Western Region
Maharashtra,2021,2,410501,314922,Western Region
Maharashtra,2021,2,421201,297460,Western Region
Maharashtra,2021,2,411033,258524,Western Region
Maharashtra,2021,2,411014,254412,Western Region
Maharashtra,2021,2,411046,241933,Western Region
Maharashtra,2021,2,431003,236990,Western Region
Maharashtra,2021,2,421301,234225,Western Region
Maharashtra,2021,2,400612,230486,Western Region
Maharashtra,2021,3,421302,456284,Western Region
Maharashtra,2021,3,410206,339230,Western Region
Maharashtra,2021,3,410501,338109,Western Region
Maharashtra,2021,3,421201,318461,Western Region
Maharashtra,2021,3,411033,276031,Western Region
Maharashtra,2021,3,411014,271372,Western Region
Maharashtra,2021,3,411046,258494,Western Region
Maharashtra,2021,3,431003,253190,Western Region
Maharashtra,2021,3,421301,250903,Western Region
Maharashtra,2021,3,400612,247336,Western Region
Maharashtra,2021,4,421302,488443,Western Region
Maharashtra,2021,4,410501,361651,Western Region
Maharashtra,2021,4,410206,361639,Western Region
Maharashtra,2021,4,421201,339622,Western Region
Maharashtra,2021,4,411033,293493,Western Region
Maharashtra,2021,4,411014,288386,Western Region
Maharashtra,2021,4,411046,275050,Western Region
Maharashtra,2021,4,431003,269570,Western Region
Maharashtra,2021,4,421301,267613,Western Region
Maharashtra,2021,4,400612,264454,Western Region
Maharashtra,2022,1,421302,518716,Western Region
Maharashtra,2022,1,410501,383878,Western Region
Maharashtra,2022,1,410206,382909,Western Region
Maharashtra,2022,1,421201,359195,Western Region
Maharashtra,2022,1,411033,309834,Western Region
Maharashtra,2022,1,411014,304204,Western Region
Maharashtra,2022,1,411046,290395,Western Region
Maharashtra,2022,1,431003,285232,Western Region
Maharashtra,2022,1,421301,283274,Western Region
Maharashtra,2022,1,400612,280349,Western Region
Maharashtra,2022,2,421302,547501,Western Region
Maharashtra,2022,2,410501,405030,Western Region
Maharashtra,2022,2,410206,402926,Western Region
Maharashtra,2022,2,421201,377989,Western Region
Maharashtra,2022,2,411033,325347,Western Region
Maharashtra,2022,2,411014,319102,Western Region
Maharashtra,2022,2,411046,304859,Western Region
Maharashtra,2022,2,431003,299893,Western Region
Maharashtra,2022,2,421301,298201,Western Region
Maharashtra,2022,2,400612,295518,Western Region
Maharashtra,2022,3,421302,577754,Western Region
Maharashtra,2022,3,410501,426978,Western Region
Maharashtra,2022,3,410206,423682,Western Region
Maharashtra,2022,3,421201,397304,Western Region
Maharashtra,2022,3,411033,341226,Western Region
Maharashtra,2022,3,411014,334370,Western Region
Maharashtra,2022,3,411046,319916,Western Region
Maharashtra,2022,3,431003,315106,Western Region
Maharashtra,2022,3,421301,313660,Western Region
Maharashtra,2022,3,400612,311391,Western Region
Maharashtra,2022,4,421302,608005,Western Region
Maharashtra,2022,4,410501,448917,Western Region
Maharashtra,2022,4,410206,443926,Western Region
Maharashtra,2022,4,421201,416996,Western Region
Maharashtra,2022,4,411033,357121,Western Region
Maharashtra,2022,4,411014,349702,Western Region
Maharashtra,2022,4,411046,335006,Western Region
Maharashtra,2022,4,431003,330549,Western Region
Maharashtra,2022,4,421301,329184,Western Region
Maharashtra,2022,4,400612,327401,Western Region
Maharashtra,2023,1,421302,636458,Western Region
Maharashtra,2023,1,410501,469695,Western Region
Maharashtra,2023,1,410206,463523,Western Region
Maharashtra,2023,1,421201,435681,Western Region
Maharashtra,2023,1,411033,372363,Western Region
Maharashtra,2023,1,411014,364299,Western Region
Maharashtra,2023,1,411046,349377,Western Region
Maharashtra,2023,1,431003,345051,Western Region
Maharashtra,2023,1,421301,343824,Western Region
Maharashtra,2023,1,400612,342471,Western Region
Maharashtra,2023,2,421302,662196,Western Region
Maharashtra,2023,2,410501,488059,Western Region
Maharashtra,2023,2,410206,480675,Western Region
Maharashtra,2023,2,421201,451655,Western Region
Maharashtra,2023,2,411033,384994,Western Region
Maharashtra,2023,2,411014,376210,Western Region
Maharashtra,2023,2,411046,361178,Western Region
Maharashtra,2023,2,431003,357173,Western Region
Maharashtra,2023,2,421301,356662,Western Region
Maharashtra,2023,2,400612,356058,Western Region
Maharashtra,2023,3,421302,688520,Western Region
Maharashtra,2023,3,410501,507190,Western Region
Maharashtra,2023,3,410206,499001,Western Region
Maharashtra,2023,3,421201,468655,Western Region
Maharashtra,2023,3,411033,398622,Western Region
Maharashtra,2023,3,411014,389628,Western Region
Maharashtra,2023,3,411046,374188,Western Region
Maharashtra,2023,3,431003,370416,Western Region
Maharashtra,2023,3,400612,370074,Western Region
Maharashtra,2023,3,421301,370025,Western Region
Maharashtra,2023,4,421302,714635,Western Region
Maharashtra,2023,4,410501,525446,Western Region
Maharashtra,2023,4,410206,516527,Western Region
Maharashtra,2023,4,421201,484995,Western Region
Maharashtra,2023,4,411033,411374,Western Region
Maharashtra,2023,4,411014,401712,Western Region
Maharashtra,2023,4,411046,386363,Western Region
Maharashtra,2023,4,400612,383749,Western Region
Maharashtra,2023,4,431003,383292,Western Region
Maharashtra,2023,4,421301,382867,Western Region
Maharashtra,2024,1,421302,743686,Western Region
Maharashtra,2024,1,410501,546470,Western Region
Maharashtra,2024,1,410206,536197,Western Region
Maharashtra,2024,1,421201,503220,Western Region
Maharashtra,2024,1,411033,426008,Western Region
Maharashtra,2024,1,411014,416137,Western Region
Maharashtra,2024,1,411046,400085,Western Region
Maharashtra,2024,1,400612,398960,Western Region
Maharashtra,2024,1,431003,397653,Western Region
Maharashtra,2024,1,421301,397244,Western Region
Maharashtra,2024,2,421302,772632,Western Region
Maharashtra,2024,2,410501,567438,Western Region
Maharashtra,2024,2,410206,556561,Western Region
Maharashtra,2024,2,421201,522124,Western Region
Maharashtra,2024,2,411033,441387,Western Region
Maharashtra,2024,2,411014,430681,Western Region
Maharashtra,2024,2,411046,414640,Western Region
Maharashtra,2024,2,400612,414238,Western Region
Maharashtra,2024,2,431003,412608,Western Region
Maharashtra,2024,2,401208,412414,Western Region
Maharashtra,2024,3,421302,844933,Western Region
Maharashtra,2024,3,410501,663976,Western Region
Maharashtra,2024,3,410206,566967,Western Region
Maharashtra,2024,3,411033,505976,Western Region
Maharashtra,2024,3,411057,501733,Western Region
Maharashtra,2024,3,401208,449430,Western Region
Maharashtra,2024,3,411014,436169,Western Region
Maharashtra,2024,3,400612,405823,Western Region
Maharashtra,2024,3,401209,369412,Western Region
Maharashtra,2024,3,411041,355795,Western Region
Maharashtra,2024,4,421302,871910,Western Region
Maharashtra,2024,4,410501,683451,Western Region
Maharashtra,2024,4,410206,582722,Western Region
Maharashtra,2024,4,411033,517502,Western Region
Maharashtra,2024,4,411057,517377,Western Region
Maharashtra,2024,4,401208,461440,Western Region
Maharashtra,2024,4,411014,450724,Western Region
Maharashtra,2024,4,400612,417373,Western Region
Maharashtra,2024,4,401209,378785,Western Region
Maharashtra,2024,4,411041,364919,Western Region
Manipur,2018,1,795004,5825,North-Eastern Region
Manipur,2018,1,795001,2063,North-Eastern Region
Manipur,2018,1,795138,1608,North-Eastern Region
Manipur,2018,1,795008,1230,North-Eastern Region
Manipur,2018,1,795133,1211,North-Eastern Region
Manipur,2018,1,795002,1189,North-Eastern Region
Manipur,2018,1,795130,1034,North-Eastern Region
Manipur,2018,1,795149,1034,North-Eastern Region
Manipur,2018,1,795009,970,North-Eastern Region
Manipur,2018,1,795010,948,North-Eastern Region
Manipur,2018,2,795004,8370,North-Eastern Region
Manipur,2018,2,795001,3001,North-Eastern Region
Manipur,2018,2,795138,2602,North-Eastern Region
Manipur,2018,2,795133,1893,North-Eastern Region
Manipur,2018,2,795130,1795,North-Eastern Region
Manipur,2018,2,795149,1775,North-Eastern Region
Manipur,2018,2,795008,1773,North-Eastern Region
Manipur,2018,2,795002,1728,North-Eastern Region
Manipur,2018,2,795148,1539,North-Eastern Region
Manipur,2018,2,795103,1516,North-Eastern Region
Manipur,2018,3,795004,10911,North-Eastern Region
Manipur,2018,3,795001,4101,North-Eastern Region
Manipur,2018,3,795138,3219,North-Eastern Region
Manipur,2018,3,795133,2534,North-Eastern Region
Manipur,2018,3,795002,2316,North-Eastern Region
Manipur,2018,3,795008,2279,North-Eastern Region
Manipur,2018,3,795103,2219,North-Eastern Region
Manipur,2018,3,795130,2128,North-Eastern Region
Manipur,2018,3,795149,2114,North-Eastern Region
Manipur,2018,3,795148,2056,North-Eastern Region
Manipur,2018,4,795004,14342,North-Eastern Region
Manipur,2018,4,795001,5526,North-Eastern Region
Manipur,2018,4,795138,4221,North-Eastern Region
Manipur,2018,4,795133,3508,North-Eastern Region
Manipur,2018,4,795002,3077,North-Eastern Region
Manipur,2018,4,795103,2985,North-Eastern Region
Manipur,2018,4,795008,2877,North-Eastern Region
Manipur,2018,4,795148,2734,North-Eastern Region
Manipur,2018,4,795149,2679,North-Eastern Region
Manipur,2018,4,795010,2549,North-Eastern Region
Manipur,2019,1,795004,16916,North-Eastern Region
Manipur,2019,1,795001,6562,North-Eastern Region
Manipur,2019,1,795138,4947,North-Eastern Region
Manipur,2019,1,795133,4247,North-Eastern Region
